Time,RPM,Gear,Speed_KPH,Gas_Input,Lat_G,Long_G,Pitch,Roll,FL_Load,FR_Load,RL_Load,RR_Load,FL_Slip,FR_Slip,RL_Slip,RR_Slip
4.708,3168,1,42.6,1.0,-0.497,1.347,0.03,0.009,3702,1461,8098,5503,0.28,0.29,0.5,0.73
4.739,4478,1,43.9,1.0,-0.248,1.241,0.03,0.013,4011,1176,8451,5394,0.27,0.31,0.34,0.49
4.769,4786,1,45.4,0.99,-0.234,1.329,0.03,0.015,4105,1433,8457,5784,0.24,0.22,0.37,0.52
4.799,4699,1,46.8,0.94,-0.267,1.395,0.03,0.014,3988,1837,8282,6257,0.23,0.17,0.43,0.61
4.815,4639,1,47.7,0.9,-0.266,1.405,0.03,0.012,3797,1932,8101,6437,0.24,0.16,0.45,0.63
4.845,3334,1,49.2,0.86,-0.237,1.451,0.03,0.01,3443,2071,7823,6652,0.24,0.15,0.55,0.74
4.877,1809,1,50.7,0.85,-0.245,1.391,0.03,0.007,3157,2220,7592,6818,0.24,0.14,0.33,0.45
4.907,1751,1,52.2,0.84,-0.174,1.435,0.03,0.006,3118,2352,7307,6737,0.22,0.13,0.47,0.54
4.924,1998,1,52.9,0.84,-0.224,1.169,0.03,0.005,3145,2401,7209,6745,0.22,0.12,0.38,0.51
4.954,2034,1,54.1,0.83,-0.258,0.48,0.03,0.004,3256,2453,7105,6588,0.22,0.11,0.14,0.24
4.97,1824,1,54.8,0.83,-0.162,1.355,0.029,0.004,3380,2478,7008,6380,0.21,0.1,0.84,1.03
4.987,2083,1,55.5,0.83,-0.269,0.229,0.029,0.005,3468,2499,7033,6293,0.2,0.1,0.05,0.07
5.018,1966,1,56.7,0.83,-0.19,1.327,0.028,0.005,3595,2532,7171,6196,0.2,0.08,0.55,0.65
5.034,2162,1,57.3,0.83,-0.234,1.192,0.028,0.005,3641,2524,7214,6160,0.2,0.1,0.47,0.63
5.05,1845,1,58.1,0.83,-0.194,1.365,0.028,0.006,3694,2502,7465,6248,0.2,0.08,0.65,0.79
5.081,1951,1,59.3,0.85,-0.221,1.353,0.027,0.007,3760,2455,7506,6193,0.2,0.09,0.64,0.81
5.113,1979,1,60.7,0.88,-0.212,1.362,0.027,0.008,3841,2397,7411,6028,0.2,0.11,0.67,0.84
5.143,2001,1,62.1,0.88,-0.235,1.371,0.026,0.008,3874,2354,7602,6054,0.21,0.11,0.6,0.76
5.175,2003,1,63.5,0.89,-0.244,1.379,0.026,0.009,3898,2295,7624,6063,0.21,0.11,0.56,0.68
5.191,2158,1,64.1,0.89,-0.32,1.099,0.026,0.009,3894,2266,7621,6040,0.22,0.12,0.36,0.49
5.208,2004,1,65.0,0.92,-0.275,1.353,0.026,0.009,3884,2230,7711,6109,0.22,0.12,0.43,0.53
5.239,2064,1,66.3,0.98,-0.277,1.383,0.026,0.009,3839,2167,7751,6139,0.23,0.12,0.49,0.58
5.255,2332,1,67.1,1.0,-0.294,1.364,0.027,0.009,3793,2124,7776,6163,0.24,0.13,0.64,0.82
5.287,2378,1,68.5,1.0,-0.311,1.388,0.027,0.009,3699,2039,7891,6241,0.25,0.13,0.66,0.84
5.317,2431,1,70.0,1.0,-0.328,1.398,0.027,0.009,3619,1940,7959,6263,0.25,0.14,0.67,0.85
5.333,2281,1,70.7,1.0,-0.346,1.392,0.028,0.009,3588,1889,8014,6273,0.26,0.14,0.44,0.53
5.365,2381,1,72.3,1.0,-0.4,1.319,0.028,0.009,3561,1782,8101,6260,0.26,0.15,0.43,0.52
5.396,2475,1,74.0,1.0,-0.426,1.294,0.029,0.01,3578,1685,8170,6216,0.28,0.16,0.46,0.58
5.427,2525,1,75.4,1.0,-0.444,1.293,0.029,0.01,3624,1609,8237,6163,0.29,0.16,0.47,0.59
5.458,2649,1,76.8,1.0,-0.419,1.342,0.03,0.011,3725,1536,8183,6019,0.29,0.16,0.61,0.79
5.489,2635,1,78.2,1.0,-0.518,1.099,0.03,0.012,3819,1508,8245,5900,0.3,0.16,0.39,0.51
5.505,2610,1,79.1,1.0,-0.355,1.389,0.03,0.012,3909,1498,8273,5895,0.3,0.16,0.78,0.89
5.537,2754,1,80.4,1.0,-0.393,1.383,0.03,0.013,3985,1502,8334,5852,0.3,0.16,0.86,1.09
5.567,2744,1,81.8,1.0,-0.486,1.303,0.03,0.013,4031,1508,8316,5762,0.31,0.15,0.62,0.82
5.584,2775,1,82.6,1.0,-0.528,1.225,0.03,0.013,4079,1496,8382,5735,0.3,0.16,0.48,0.62
5.614,2808,1,84.0,1.0,-0.49,1.316,0.03,0.014,4135,1476,8449,5698,0.32,0.16,0.65,0.84
5.644,2761,1,85.4,1.0,-0.469,1.344,0.03,0.014,4193,1458,8466,5637,0.32,0.16,0.6,0.73
5.661,2881,1,86.2,1.0,-0.513,1.309,0.03,0.014,4223,1449,8481,5605,0.32,0.16,0.66,0.85
5.677,2872,1,86.8,1.0,-0.588,1.185,0.029,0.015,4252,1442,8488,5566,0.33,0.17,0.44,0.55
5.707,2999,1,88.2,1.0,-0.57,1.24,0.029,0.015,4299,1424,8509,5509,0.33,0.17,0.58,0.75
5.724,2947,1,89.0,1.0,-0.616,1.174,0.029,0.015,4333,1413,8525,5474,0.34,0.17,0.46,0.57
5.754,3073,1,90.3,1.0,-0.596,1.227,0.029,0.016,4393,1387,8556,5415,0.35,0.18,0.59,0.77
5.784,3024,1,91.6,1.0,-0.539,1.291,0.029,0.016,4443,1355,8602,5356,0.35,0.19,0.7,0.85
5.815,2985,1,92.9,1.0,-0.596,1.261,0.029,0.017,4504,1325,8634,5286,0.37,0.2,0.56,0.66
5.847,3175,1,94.3,1.0,-0.69,1.153,0.028,0.017,4578,1289,8684,5190,0.38,0.21,0.54,0.7
5.878,3208,1,95.6,1.0,-0.635,1.227,0.028,0.018,4648,1252,8744,5127,0.39,0.22,0.72,0.93
5.91,3127,1,97.0,1.0,-0.663,1.215,0.028,0.018,4736,1215,8782,5034,0.41,0.24,0.58,0.68
5.941,3268,1,98.2,1.0,-0.772,1.103,0.028,0.019,4805,1186,8827,4943,0.42,0.25,0.52,0.65
5.972,3389,1,99.4,1.0,-0.743,1.145,0.028,0.019,4886,1157,8882,4871,0.43,0.27,0.66,0.85
6.004,3389,1,100.7,1.0,-0.725,1.142,0.027,0.02,4978,1117,8835,4701,0.44,0.28,0.73,0.95
6.02,3235,1,101.3,1.0,-0.801,1.074,0.027,0.02,5039,1105,8870,4643,0.45,0.29,0.48,0.57
6.052,3344,1,102.6,1.0,-0.853,1.003,0.027,0.021,5151,1091,8934,4519,0.46,0.3,0.44,0.52
6.068,3427,1,103.1,1.0,-0.684,1.154,0.027,0.022,5192,1082,8951,4499,0.46,0.3,0.75,0.89
6.084,3446,1,103.8,1.0,-0.899,0.93,0.026,0.022,5231,1082,8960,4451,0.47,0.31,0.47,0.6
6.115,3482,1,104.9,1.0,-0.915,0.926,0.026,0.022,5295,1080,8972,4427,0.47,0.32,0.48,0.6
6.145,3519,1,106.0,1.0,-0.927,0.929,0.026,0.023,5328,1086,8979,4413,0.48,0.32,0.48,0.61
6.177,3608,1,107.2,1.0,-0.905,0.977,0.025,0.023,5370,1092,8987,4395,0.48,0.33,0.56,0.73
6.209,3645,1,108.3,1.0,-0.918,0.978,0.025,0.023,5386,1096,9003,4378,0.48,0.34,0.57,0.73
6.225,3517,1,109.0,1.0,-0.836,1.089,0.025,0.023,5403,1091,9025,4411,0.49,0.34,0.57,0.66
6.256,3555,1,110.1,1.0,-0.843,1.083,0.025,0.023,5423,1086,9048,4393,0.49,0.34,0.58,0.66
6.287,3592,1,111.2,1.0,-0.851,1.085,0.025,0.023,5436,1074,9074,4375,0.49,0.35,0.58,0.67
6.318,3610,1,112.4,1.0,-0.902,1.04,0.025,0.024,5446,1054,9099,4351,0.49,0.35,0.53,0.61
6.349,3647,1,113.5,1.0,-0.907,1.037,0.025,0.024,5446,1027,9122,4341,0.5,0.35,0.53,0.61
6.365,3835,1,114.1,1.0,-0.821,1.105,0.025,0.024,5455,1006,9151,4322,0.5,0.35,0.79,0.97
6.381,3750,1,114.7,1.0,-0.951,0.987,0.025,0.024,5438,998,9138,4318,0.5,0.35,0.49,0.57
6.398,3832,1,115.3,1.0,-0.764,1.136,0.025,0.024,5445,978,9162,4323,0.5,0.35,0.78,0.89
6.414,3846,1,115.9,1.0,-0.985,0.928,0.025,0.024,5419,976,9156,4308,0.5,0.35,0.53,0.64
6.43,3831,1,116.5,1.0,-0.785,1.127,0.025,0.024,5431,960,9169,4337,0.5,0.35,0.71,0.8
6.462,3835,1,117.7,1.0,-0.828,1.107,0.025,0.024,5408,950,9178,4348,0.5,0.35,0.65,0.73
6.494,3869,1,118.8,1.0,-0.827,1.109,0.025,0.024,5395,945,9185,4356,0.5,0.35,0.65,0.73
6.525,3877,1,120.0,1.0,-0.874,1.078,0.025,0.024,5377,946,9185,4369,0.5,0.35,0.59,0.66
6.542,4082,1,120.5,1.0,-0.889,1.058,0.025,0.024,5379,946,9191,4325,0.48,0.34,0.69,0.85
6.558,4040,1,121.2,1.0,-0.915,1.033,0.025,0.024,5366,950,9202,4390,0.49,0.34,0.61,0.71
6.589,4050,1,122.3,1.0,-0.984,0.94,0.026,0.024,5290,977,9169,4421,0.49,0.34,0.54,0.63
6.605,3999,1,123.0,1.0,-0.832,1.107,0.026,0.024,5288,971,9167,4425,0.48,0.33,0.64,0.71
6.622,4149,1,123.6,1.0,-0.791,1.135,0.026,0.024,5271,974,9212,4499,0.48,0.33,0.83,0.96
6.653,4168,1,124.7,1.0,-0.819,1.112,0.026,0.023,5242,978,9172,4435,0.48,0.32,0.78,0.92
6.684,4097,1,125.9,1.0,-0.829,1.125,0.026,0.023,5234,979,9190,4553,0.47,0.32,0.65,0.71
6.701,4240,1,126.5,1.0,-0.788,1.141,0.026,0.023,5215,983,9222,4576,0.47,0.32,0.83,0.95
6.717,4271,1,127.2,1.0,-0.886,1.077,0.026,0.023,5186,989,9198,4576,0.47,0.32,0.67,0.79
6.747,4299,1,128.4,1.0,-0.791,1.144,0.026,0.023,5151,983,9211,4604,0.47,0.32,0.82,0.94
6.778,4248,1,129.5,1.0,-0.787,1.151,0.027,0.023,5133,970,9194,4624,0.48,0.32,0.71,0.77
6.808,4296,1,130.7,1.0,-0.877,1.095,0.027,0.023,5127,955,9190,4618,0.48,0.32,0.58,0.63
6.839,4417,1,131.8,1.0,-0.889,1.078,0.027,0.023,5144,934,9228,4603,0.48,0.32,0.67,0.78
6.871,4401,1,133.1,1.0,-0.76,1.155,0.027,0.023,5168,913,9249,4614,0.47,0.32,0.76,0.83
6.902,4356,1,134.3,1.0,-0.845,1.117,0.027,0.023,5181,905,9242,4606,0.48,0.32,0.63,0.68
6.934,4529,1,135.5,1.0,-0.892,1.062,0.027,0.023,5192,904,9259,4578,0.48,0.32,0.65,0.75
6.95,4402,1,136.1,1.0,-0.854,1.101,0.027,0.023,5196,904,9245,4589,0.48,0.32,0.6,0.65
6.967,4485,1,136.8,1.0,-0.767,1.15,0.027,0.023,5208,902,9253,4577,0.48,0.32,0.71,0.77
6.998,4440,1,137.9,1.0,-0.861,1.08,0.027,0.023,5226,908,9230,4546,0.48,0.32,0.56,0.6
7.015,4515,1,138.6,1.0,-0.77,1.136,0.027,0.023,5238,911,9230,4531,0.48,0.32,0.67,0.72
7.045,4612,1,139.7,1.0,-0.862,1.048,0.027,0.023,5261,925,9214,4513,0.47,0.31,0.6,0.66
7.077,4596,1,140.9,1.0,-0.829,1.092,0.027,0.023,5225,952,9191,4596,0.45,0.31,0.54,0.57
7.108,4702,1,142.0,1.0,-0.811,1.096,0.027,0.023,5199,977,9155,4603,0.46,0.3,0.65,0.73
7.139,4652,1,143.2,1.0,-0.777,1.119,0.027,0.023,5170,1008,9118,4660,0.46,0.3,0.66,0.73
7.169,4673,1,144.3,1.0,-0.769,1.122,0.027,0.022,5156,1035,9090,4688,0.45,0.29,0.65,0.7
7.201,4718,1,145.4,1.0,-0.878,0.929,0.027,0.022,5168,1059,8991,4645,0.44,0.28,0.53,0.43
7.231,4779,1,146.5,1.0,-0.828,0.942,0.027,0.022,5203,1081,8952,4573,0.44,0.28,0.47,0.62
7.262,4737,1,147.6,1.0,-0.761,1.009,0.027,0.022,5242,1115,8900,4584,0.43,0.27,0.49,0.66
7.279,4810,1,148.1,1.0,-0.8,0.903,0.026,0.022,5260,1137,8851,4533,0.43,0.27,0.44,0.57
7.309,4841,1,149.1,1.0,-0.736,1.01,0.026,0.022,5283,1197,8757,4562,0.42,0.27,0.42,0.67
7.325,4852,1,149.6,1.0,-0.739,1.008,0.026,0.022,5288,1234,8783,4686,0.42,0.26,0.52,0.53
7.341,4838,1,150.2,1.0,-0.789,0.828,0.026,0.022,5271,1283,8655,4682,0.42,0.26,0.35,0.51
7.372,4869,1,151.2,1.0,-0.723,1.001,0.025,0.021,5266,1372,8661,4767,0.41,0.26,0.46,0.5
7.388,4877,1,151.7,1.0,-0.724,0.989,0.025,0.021,5239,1415,8645,4835,0.41,0.26,0.44,0.49
7.419,4900,1,152.8,1.0,-0.728,0.951,0.025,0.02,5200,1495,8576,4838,0.41,0.26,0.42,0.47
7.45,4921,1,153.8,1.0,-0.73,0.932,0.025,0.019,5191,1549,8533,4859,0.4,0.26,0.4,0.45
7.467,4933,1,154.4,1.0,-0.728,0.916,0.024,0.019,5205,1571,8522,4851,0.4,0.25,0.39,0.44
7.498,4954,1,155.4,1.0,-0.727,0.887,0.024,0.019,5234,1586,8498,4811,0.4,0.26,0.38,0.42
7.529,4975,1,156.3,1.0,-0.73,0.86,0.024,0.02,5297,1587,8488,4747,0.39,0.26,0.36,0.41
7.561,4998,1,157.2,1.0,-0.725,0.842,0.024,0.02,5373,1585,8486,4653,0.39,0.25,0.35,0.39
7.592,5024,1,158.1,1.0,-0.728,0.824,0.023,0.021,5435,1586,8484,4583,0.39,0.26,0.35,0.39
7.624,5054,1,159.0,1.0,-0.731,0.82,0.023,0.021,5492,1600,8508,4559,0.39,0.26,0.35,0.39
7.654,5081,1,159.9,1.0,-0.733,0.819,0.023,0.021,5525,1621,8505,4563,0.39,0.26,0.35,0.39
7.671,5098,1,160.4,1.0,-0.736,0.82,0.023,0.021,5530,1636,8501,4572,0.39,0.25,0.35,0.39
7.702,5125,1,161.3,1.0,-0.741,0.816,0.022,0.021,5537,1660,8485,4586,0.38,0.26,0.35,0.39
7.734,5155,1,162.2,1.0,-0.744,0.816,0.022,0.021,5537,1680,8470,4593,0.38,0.25,0.35,0.39
7.75,5168,1,162.6,1.0,-0.743,0.815,0.022,0.021,5532,1685,8468,4592,0.38,0.26,0.35,0.4
7.781,5195,1,163.5,1.0,-0.746,0.822,0.022,0.021,5530,1690,8475,4590,0.38,0.25,0.35,0.39
7.812,5225,1,164.4,1.0,-0.748,0.814,0.022,0.021,5522,1683,8488,4586,0.37,0.25,0.35,0.39
7.828,5239,1,164.8,1.0,-0.748,0.813,0.022,0.021,5524,1677,8494,4582,0.38,0.25,0.35,0.39
7.86,5268,1,165.8,1.0,-0.758,0.809,0.022,0.021,5507,1646,8509,4576,0.38,0.25,0.35,0.39
7.877,5281,1,166.2,1.0,-0.744,0.812,0.022,0.021,5495,1632,8514,4575,0.38,0.25,0.35,0.39
7.907,5310,1,167.1,1.0,-0.746,0.815,0.022,0.021,5465,1606,8520,4581,0.37,0.25,0.35,0.39
7.924,5324,1,167.6,1.0,-0.75,0.808,0.022,0.021,5452,1599,8521,4583,0.37,0.25,0.35,0.39
7.94,5337,1,168.0,1.0,-0.742,0.815,0.022,0.021,5439,1595,8522,4586,0.37,0.25,0.35,0.39
7.956,5352,1,168.5,1.0,-0.743,0.807,0.022,0.021,5427,1592,8521,4597,0.38,0.25,0.35,0.39
7.988,5379,1,169.3,1.0,-0.745,0.812,0.023,0.021,5411,1594,8520,4609,0.38,0.25,0.35,0.39
8.02,5407,1,170.3,1.0,-0.737,0.813,0.023,0.021,5397,1599,8516,4627,0.38,0.25,0.35,0.38
8.036,5422,1,170.8,1.0,-0.737,0.811,0.023,0.021,5394,1601,8513,4637,0.38,0.25,0.35,0.38
8.067,5449,1,171.6,1.0,-0.734,0.809,0.023,0.021,5389,1608,8507,4650,0.37,0.25,0.35,0.38
8.084,5461,1,172.1,1.0,-0.737,0.809,0.023,0.021,5389,1610,8507,4659,0.38,0.25,0.35,0.38
8.1,5477,1,172.6,1.0,-0.734,0.806,0.023,0.021,5389,1612,8507,4664,0.38,0.25,0.35,0.38
8.13,5503,1,173.4,1.0,-0.736,0.807,0.023,0.021,5392,1615,8504,4673,0.38,0.25,0.35,0.38
8.161,5529,1,174.2,1.0,-0.728,0.806,0.023,0.021,5396,1616,8504,4683,0.38,0.25,0.34,0.38
8.191,5555,1,175.1,1.0,-0.736,0.808,0.023,0.021,5405,1614,8504,4685,0.39,0.26,0.34,0.38
8.222,5582,1,175.9,1.0,-0.732,0.807,0.023,0.021,5414,1609,8508,4687,0.39,0.26,0.35,0.38
8.254,5610,1,176.8,1.0,-0.741,0.803,0.023,0.021,5434,1596,8520,4681,0.4,0.27,0.34,0.38
8.285,5640,1,177.8,1.0,-0.743,0.806,0.023,0.021,5458,1577,8535,4664,0.41,0.28,0.34,0.38
8.302,5653,1,178.2,1.0,-0.747,0.801,0.023,0.021,5469,1566,8545,4651,0.41,0.29,0.34,0.38
8.318,5666,1,178.6,1.0,-0.757,0.798,0.023,0.021,5484,1555,8556,4639,0.42,0.29,0.35,0.38
8.334,5683,1,179.1,1.0,-0.756,0.801,0.023,0.021,5498,1539,8572,4621,0.43,0.3,0.35,0.38
8.364,5709,1,179.9,1.0,-0.769,0.796,0.023,0.021,5532,1511,8600,4592,0.44,0.31,0.35,0.38
8.394,5736,1,180.8,1.0,-0.788,0.793,0.023,0.022,5565,1481,8633,4562,0.45,0.32,0.35,0.39
8.411,5749,1,181.2,1.0,-0.798,0.792,0.023,0.022,5582,1466,8652,4542,0.45,0.32,0.35,0.39
8.442,5779,1,182.1,1.0,-0.802,0.789,0.023,0.022,5622,1432,8694,4504,0.46,0.34,0.35,0.39
8.458,5792,1,182.5,1.0,-0.81,0.79,0.023,0.022,5640,1417,8714,4487,0.47,0.34,0.36,0.39
8.489,5818,1,183.3,1.0,-0.823,0.79,0.023,0.023,5677,1386,8752,4455,0.48,0.35,0.36,0.39
8.505,5835,1,183.8,1.0,-0.836,0.785,0.023,0.023,5699,1368,8776,4435,0.47,0.36,0.36,0.4
8.521,5848,1,184.2,1.0,-0.834,0.779,0.023,0.023,5721,1353,8796,4417,0.49,0.36,0.36,0.4
8.552,5874,1,185.0,1.0,-0.848,0.786,0.023,0.024,5756,1321,8834,4384,0.5,0.38,0.36,0.4
8.584,5903,1,185.9,1.0,-0.872,0.776,0.023,0.024,5795,1287,8875,4349,0.52,0.4,0.37,0.4
8.6,5919,1,186.4,1.0,-0.873,0.781,0.023,0.024,5817,1269,8895,4330,0.53,0.4,0.37,0.4
8.617,5932,1,186.8,1.0,-0.874,0.778,0.023,0.024,5830,1255,8912,4314,0.53,0.41,0.37,0.41
8.633,5945,1,187.2,1.0,-0.879,0.781,0.023,0.025,5849,1240,8927,4300,0.54,0.41,0.37,0.41
8.664,5974,1,188.1,1.0,-0.892,0.775,0.024,0.025,5881,1211,8962,4270,0.55,0.43,0.37,0.41
8.694,6000,1,188.9,1.0,-0.902,0.775,0.024,0.025,5899,1187,8989,4247,0.54,0.44,0.38,0.41
8.711,6013,1,189.3,1.0,-0.909,0.774,0.024,0.025,5913,1176,9001,4234,0.56,0.45,0.38,0.41
8.727,6028,1,189.8,1.0,-0.909,0.776,0.024,0.026,5921,1164,9017,4223,0.57,0.45,0.38,0.41
8.743,6041,1,190.2,1.0,-0.912,0.774,0.024,0.026,5932,1155,9026,4213,0.57,0.45,0.38,0.41
8.774,6067,1,191.0,1.0,-0.929,0.773,0.024,0.026,5947,1138,9044,4200,0.59,0.47,0.38,0.42
8.804,6092,1,191.8,1.0,-0.935,0.761,0.024,0.026,5955,1123,9060,4185,0.6,0.48,0.38,0.42
8.82,6107,1,192.3,1.0,-0.933,0.767,0.024,0.026,5964,1113,9071,4175,0.61,0.49,0.39,0.42
8.837,6119,1,192.7,1.0,-0.94,0.764,0.024,0.026,5970,1105,9078,4169,0.62,0.5,0.38,0.42
8.867,6145,1,193.4,1.0,-0.946,0.761,0.024,0.026,5992,1087,9093,4153,0.64,0.53,0.39,0.42
8.897,6173,1,194.3,1.0,-0.947,0.755,0.024,0.027,6018,1066,9115,4132,0.66,0.56,0.39,0.42
8.914,6185,1,194.7,1.0,-0.954,0.758,0.024,0.027,6029,1058,9122,4125,0.69,0.58,0.39,0.42
8.944,6210,1,195.5,1.0,-0.959,0.759,0.024,0.027,6057,1040,9141,4103,0.72,0.61,0.39,0.42
8.975,6235,1,196.3,1.0,-0.97,0.753,0.024,0.027,6086,1020,9161,4083,0.76,0.65,0.39,0.42
8.992,6250,1,196.7,1.0,-0.986,0.748,0.024,0.027,6102,1012,9171,4071,0.78,0.67,0.39,0.43
9.008,6262,1,197.1,1.0,-0.978,0.748,0.024,0.027,6109,1003,9182,4060,0.78,0.69,0.4,0.43
9.039,6289,1,197.9,1.0,-0.987,0.742,0.024,0.027,6134,988,9201,4040,0.84,0.74,0.4,0.43
9.069,6314,1,198.7,1.0,-0.988,0.736,0.024,0.028,6155,977,9218,4023,0.88,0.78,0.4,0.43
9.1,6338,1,199.5,1.0,-1.004,0.731,0.024,0.028,6173,970,9232,4007,0.92,0.83,0.4,0.43
9.131,6363,1,200.2,1.0,-1.002,0.731,0.024,0.028,6181,963,9244,3990,0.96,0.87,0.4,0.43
9.162,6389,1,201.0,1.0,-0.998,0.724,0.024,0.028,6195,960,9256,3975,1.0,0.91,0.41,0.43
9.194,6413,1,201.8,1.0,-1.0,0.723,0.024,0.028,6202,960,9259,3965,1.04,0.95,0.41,0.44
9.21,6427,1,202.2,1.0,-1.002,0.725,0.024,0.028,6201,963,9257,3961,1.06,0.98,0.41,0.44
9.227,6439,1,202.6,1.0,-1.001,0.723,0.024,0.028,6201,966,9255,3959,1.07,0.99,0.41,0.44
9.258,6465,1,203.4,1.0,-1.011,0.718,0.024,0.028,6204,973,9252,3960,1.11,1.03,0.41,0.44
9.274,6476,1,203.8,1.0,-1.003,0.719,0.024,0.028,6200,976,9251,3960,1.09,1.04,0.41,0.44
9.291,6490,1,204.2,1.0,-1.005,0.714,0.024,0.028,6199,976,9249,3962,1.12,1.06,0.41,0.44
